"vocabpre"	"mathpre"	"numbmath"	"likemath"	"likelit"	"preflit"	"pextra"	"pagree"	"pconsc"	"pemot"	"pintell"	"mars"	"beck"	"rq"	"vm"	"cauc"	"afram"	"other"	"age"	"male"	"married"	"parents."	"momdegr"	"daddegr"	"credit"	"majormi"	"actcomp"	"hsgpaar"	"collgpaa"	"vocaball"	"mathall"
"254"	23	11	3	7	5	1	29.4696163546631	38.7102783334287	36.0709034013904	30.9681913147705	38.8436974724821	55	1	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"male"	"0"	65000	12	12	55	"technical"	27	3.5	3.5	6	15
"255"	27	9	4	2	8	3	39	42	40	18	40	80	3	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"male"	"0"	35000	12	14	16	"non-technical"	25	3.65	3.852	7	12
"256"	28	8	3	8	8	3	25	38	28	19	39	31	7	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"male"	"married"	20000	13	14.1161297883094	80	"non-technical"	30	3.09	3.812	22	10
"257"	26	8	1	5	6	3	43	35	26	40	36	76	0	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"female"	"0"	68586.9292222558	10	11	12	"non-technical"	22	1.85	2.55	19	7
"258"	20	4	2	6	5	2	34	35	36	23	40	59	3.25	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"male"	"0"	44020.2834691003	16	12	26	"non-technical"	18	1.9	2.108	15	11
"259"	22	10	3	8	8	1	38	46	40	41	38	32	3	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	21	"female"	"0"	60000	16	12	83	"non-technical"	20	4	2.84	15	11
"260"	16	2	1	4	4	2	21	37	23	18	28	71	4	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	28	"female"	"married"	83045.0167108138	12	14	25	"technical"	15.3170843454988	2.52640592786372	1.7	12	5
"261"	18	3	1	4	6	3	39	38	36	25	30	75	4	"randomized experiment"	"Vocabulary"	"Other"	"Other"	1	18	"female"	"0"	98000	12	12	0	"technical"	18	3	1.18	17	2
"262"	20	7	1	5	5	1	33	43	38	39	31	38	2	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	112360.346908612	12	12	51	"non-technical"	20	2.97	1.958	15	5
"263"	23	4	2	2	8	3	27	30	33	30	39	97	1	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	20	"female"	"0"	32459.471892359	16	15	60	"non-technical"	18	3.9	3.73	9	4
"264"	17	9	2	10	3	1	23	46	34	22	31	61	5	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	16	"female"	"0"	113732.210984164	18	14	23.7563064555871	"non-technical"	22.5816983360284	3.8	3.01312582716112	4	11
"265"	20	1	1	3	7	3	34	47	31	20	35	82	3	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	96292.6425054323	12	12	17	"non-technical"	18	2.86	3.1	16	10
"266"	13	4	2	2	6	3	31	39	31	24	28	74	2	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	21	"female"	"0"	18000	16	12	0	"non-technical"	16	2.45	2.2	7	8
"267"	19	5	1	2	6	3	43	41	44	38	32	37	1	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	128762.946644082	14.3925724902549	13.8331502460985	6.07718323441116	"non-technical"	18	2.9	2.1	14	5
"268"	23	8	1	5	2	1	21	27	26	26	27	25	3	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"male"	"0"	92711.7994103062	12	16	28	"technical"	23	3.12	2.96	16	2
"269"	28	6	1	2	9	3	44	44	32	17	42	45	8	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	2e+05	16	16	28	"non-technical"	36	3.4	3.586	22	11
"270"	25	4	1	5	4	1	37	41	38	25	29	47	4	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"female"	"0"	119195.981083589	12	13	0	"non-technical"	19	2.87	2.4	10	11
"271"	19	5	3	5	6	3	40	49	42	43	42	26	0	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	22	"female"	"0"	71492.10406974	16	16	100	"non-technical"	17	2.5	2.976	17	2
"272"	22	4	1	6	9	3	28	41	37	30	35	45	2	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	1e+05	12	16	0	"technical"	20	3.33	2.7	15	10
"273"	20	7	3	9	7	2	37	41	37	38	38	42	2	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"male"	"0"	210000	12	20	57	"technical"	21	2.92	3.07	12	10
"274"	25	6	4	5	7	3	39	40	33	31	42	26	0	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"male"	"0"	35000	12	16	31	"non-technical"	24	2.88	2.153	21	8
"275"	8	2	2	6	7	3	25	33	34	25	31	72	2	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	23	"female"	"0"	50260.3502136978	12	12.0273542772238	9	"non-technical"	11.8739538589098	2.65	1.2	4	6
"276"	19	2	2	3	8	3	32	41	37	35	40	33	4	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	23	"female"	"0"	62500	16	12	0	"non-technical"	19	3.3	2.30738643840841	16	3
"277"	20	6	1	4	8	3	38	39	34	34	38	47	3	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	22	"female"	"0"	20000	12	16	0	"technical"	19	3.04	0.978	4	10
"278"	23	5	1	2	7	3	41	46	43	37	42	67	2	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	22	"female"	"0"	103543.853409066	12	12	120	"non-technical"	19.6812281395759	2.5	2.9	14	6
"279"	16	4	2	6	4	1	21	44	36	13	31	40	15	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"female"	"0"	137159.911128447	13.3420780132756	14.6213250132236	0	"non-technical"	21	2.25	1.92	11	10
"280"	8	4	2	4	4	3	34	45	39	30	40	47	20	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	29	"female"	"0"	15000	6	14	63	"non-technical"	15	2.3	2.023	19	8
"281"	19	6	1	2	5	3	32	38	31	19	27	78	12	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"female"	"0"	130000	16	14.8997303443717	6	"non-technical"	20	2.8	1.684	14	5
"282"	19	4	1	5	6	3	23	34	34	24	30	36	7	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	42507.2607613623	13	13	0	"non-technical"	18	2.58	2.71	7	11
"283"	24	10	3	9	8	1	25	41	50	42	41	25	0	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	59572.2674321887	13	16	18	"non-technical"	24	3.2	4	9	17
"284"	24	9	3	7	6	1	26	40	36	32	38	36	4	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"male"	"0"	75000	12	18	22	"technical"	31	3.55	2.823	19	13
"285"	21	5	0	2	9	3	40	48	42	45	37	79	2	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	33	"female"	"married"	65000	12	12	22.0015650176636	"non-technical"	16.2784581873645	3	2.28	14	5
"286"	27	13	3	10	6	1	41	41	42	31	39	25	1	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	20	"male"	"0"	85000	12	16	54	"non-technical"	31	3.3	3.37	11	15
"287"	24	5	2	4	8	3	44	46	41	36	46	49	3	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	18	"female"	"0"	20000	13	13	0	"non-technical"	24	3.92	2.75	17	8
"288"	20	3	2	5	8	2	28	39	33	40	33	87	5	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	52510.0309323435	15	12	14	"non-technical"	18	3.54	2.217	10	10
"289"	11	6	3	7	5	1	28.9274544568207	39.2532116273962	37.1842874455544	29.2767356802831	33.7119137028382	49	2	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	77944.51833593	12	12	15	"technical"	20	4	3.11	7	16
"290"	22	12	3	8	8	1	25	37	42	35	37	46	7	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"female"	"0"	115732.21521483	16	12	62	"technical"	35.045	3.35	3.841	18	17
"291"	13	8	3	6	2	1	40	43	33	44	38	45	2	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	29	"female"	"0"	140000	16	20	127	"technical"	19	3.5	2.7	18	9
"292"	29	14	1	6	10	3	15	35	30	13	48	57	9	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"female"	"0"	42929.0013634944	16	16	32	"non-technical"	29	4	3.771	15	12
"293"	18	5	2	9	7	1	30	45	37	41	35	56	0	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	86577.4556526752	12	12	0	"technical"	21	3.04	1.69	6	14
"294"	22	6	2	3	8	3	33	39	29	23	35	100	0	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	13500	16	16	13	"non-technical"	20	3.65	3.36	17	9
"295"	28	6	3	5	8	3	27	42	36	27	35	44	5	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"female"	"0"	32000	16	16	51	"non-technical"	31	3.54	3.629	12	15
"296"	15	3	2	2	9	3	41	41	37	29	37	27	0	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	22	"female"	"0"	70270.0167655896	13	12	72	"non-technical"	16	2.8	2.6	15	4
"297"	25	12	1	4	4	2	31	38	36	28	34	28	6	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	25	"male"	"0"	80000	12	12	160	"non-technical"	19	2.975	3.473	11	13
"298"	26	6	2	2	10	3	32	27	34	26	37	26	3	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"male"	"0"	23665.5074591895	16	13.7040458473765	0	"non-technical"	21	3.16	3.64	21	5
"299"	21	6	2	7	3	1	28	41	34	18	33	80	11	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	33639.9575120477	12	12	14	"non-technical"	18	3.95	2.48	4	14
"300"	20	4	2	8	8	1	31	37	38	31	36	52	3	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	1e+05	16	18	15	"technical"	19	4	3.192	3	16
"301"	26	7	1	2	6	3	23	29	39	22	36	59	11	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"male"	"0"	75000	16	16	0	"non-technical"	26	2	2.75233483006161	18	0
"302"	16	4	2	8	5	1	29	31	34	15	28	81	22	"randomized experiment"	"Vocabulary"	"Other"	"Other"	1	21	"female"	"0"	60000	12	16	0	"non-technical"	17.4343436693353	1.47	2	10	11
"303"	17	8	1	5	2	1	40	39	34	25	32	47	1	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"male"	"0"	40000	14	12	9	"non-technical"	22	3	2	14	7
"304"	18	6	2	6	5	1	42	47	35	32	32	48	3	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"female"	"0"	124769.746275042	13	12	9	"non-technical"	19	2.95	2	5	11
"305"	19	7	2	2	5	3	42	39	45	23	40	51	2	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	22	"male"	"0"	85000	12	12	0	"non-technical"	17	2.07	1.875	18	4
"306"	20	3	3	4	5	3	25	43	30	20	32	57	3	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"female"	"0"	80000	18	16	31	"non-technical"	19	2.95	2.674	16	5
"307"	13	3	1	8	2	1	41	47	30	40	32	34	3	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	40682.4714689795	12	12	0	"non-technical"	19	3.75	3.125	8	12
"308"	15	2	2	2	6	3	36	43	38	43	37	43	4.33333333333333	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	19	"male"	"0"	15000	12	12.3324439859478	26	"non-technical"	16	2.86	2.148	5	12
"309"	21	9	3	6	4	2	25	41	39	35	29	57	2	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	104865.064650907	12	14	17	"non-technical"	23	3.35	3.09	14	9
"310"	19	5	1	2	8	3	38	30	35	23	28	50	5	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"male"	"0"	62000	16	18	0	"non-technical"	20	1.86	3.1	16	5
"311"	16	8	1	6	2	1	42	48	29	35	29	62	0	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"female"	"0"	70000	18	12	0	"technical"	22	3.52	2.821	8	13
"312"	15	2	3	2	8	3	36	35	38	35	37	25	0	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"male"	"0"	140000	12	12	0	"non-technical"	15	1.42	2.22	13	3
"313"	24	10	2	2	7	3	42	41	25	27	43	79	4	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	120000	14	18	6	"non-technical"	27	3.34	3.08	22	12
"314"	19	7	1	2	6	3	42	47	30	18	43	79	15	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	50000	14	15	30	"non-technical"	17	2.62	2.67	15	2
"315"	23	8	2	2	10	3	49	45	32	12	34	101	8	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	25	"female"	"0"	128504.392974223	18	13	0	"technical"	19	3.17740297976932	2.98	5	11
"316"	8	5	2	5	5	1	37	44	38	34	39	42	2	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	50000	12	13	4	"technical"	16	2.11	3.181	5	7
"317"	30	5	2	2	10	3	25	42	25	34	46	57	3	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	20	"female"	"0"	80000	12	12	50	"technical"	37	3.21	3.155	7	14
"318"	20	9	2	9	6	1	31	31	30	29	29	38	8	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	80000	12	12	0	"non-technical"	23	3.06	2.769	13	12
"319"	14	5	1	2	8	3	41	34	33	30	28	82	19	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	30000	12	13	0	"non-technical"	15	2.13	1.95	13	4
"320"	11	6	2	8	4	1	34	42	38	24	37	48	4	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	117995.016517156	12	12	37	"technical"	22	3.39	2.693	19	8
"321"	19	8	1	5	8	3	27	39	30	17	42	46	20	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	21	"male"	"0"	150000	16	12	20	"non-technical"	22	1.5	1.5	6	10
"322"	28	10	1	5	4	1	31	41	37	36	33	32	2	"randomized experiment"	"Vocabulary"	"Other"	"Other"	1	45	"female"	"married"	54752.1572943579	12	12	44	"non-technical"	22.6034581640208	3.9	3.49	19	9
"323"	14	2	3	5	2	1	32	30	29	36	30	58	2	"quasiexperiment"	"Mathematics"	"Other"	"Other"	1	20	"female"	"0"	50759.5309354135	12	16	27.802712546901	"non-technical"	17	2.78	3.488	9	13
"324"	29	4	2	2	8	3	13	39	31	16	30	83	33	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	39	"female"	"0"	25000	13	16	120	"non-technical"	20	2.8	2.5	23	2
"325"	17	6	0	5	5	2	23	36	38	36	29	74	6	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	38	"female"	"0"	60790.8160554051	7	8	0	"non-technical"	14.0026727025189	1.8	2.5	15	6
"326"	7	4	5	9	8	1	22	32	33	15	32	75	0	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	21.990417522245	"female"	"0"	1e+05	16.0940419657184	20	0	"non-technical"	21	3.32590236200174	2.84222761262944	7	5
"327"	20	9	2	4	6	2	37	44	33	34	35	76	5	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	20	"female"	"0"	75000	12	16	52	"non-technical"	21	2.87	1.921	7	10
"328"	20	8	3	8	2	1	32	46	37	31	33	82	0	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	19	"female"	"0"	99488.1771125756	14	15.0112913943348	0	"technical"	21	3.25	1.75	7	13
"329"	25	9	1	2	9	3	14	43	36	15	33	95	25	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	35	"female"	"0"	146119.506793566	12	16	70	"non-technical"	30	3	2.344	13	7
"330"	27	4	1	2	9	3	43	43	30	19	41	95	8	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	31	"female"	"0"	104520.6953519	7	10.5932528571917	57	"non-technical"	21	2.5	1.5	10	8
"331"	23	3	1	3	7	3	31	45	33	27	36	67	1	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"female"	"0"	130472.794319971	16	18	15	"technical"	17	3.04	2.578	7	8
"332"	23	7	4	8	5	1	37	40	39	31	41	63	3	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	19.1266255989049	"female"	"0"	86922.8176755216	14.6093104891496	16.1939815610067	53.3840189938586	"non-technical"	25	3.62	3.5	10	15
"333"	27	10	2	5	5	2	23	34	25	31	39	43	9	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"male"	"0"	60000	12	16	0	"non-technical"	34	3.27	3.47	20	16
"334"	22	5	10	10	10	1	30	40	50	38	40	85	10	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	32	"female"	"married"	175000	20	20	89	"non-technical"	17	3	2.07	9	7
"335"	31	8	2	6	10	2	32	45	39	14	39	74	1	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	26	"female"	"0"	1e+05	18	20	12	"non-technical"	27.5833943944268	3.6	3.52	14	15
"336"	18	8	2	2	2	2	34	36	31	40	35	29	1.08333333333333	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"male"	"0"	72466.9193823034	14	14	25	"non-technical"	20	2.44	1.85	16	13
"337"	18	3	3	8	6	1	30	44	39	23	29	104	9	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	19.7289527720739	"female"	"0"	135442.360155205	15.0640543836032	15.1405804104436	28.0159326594763	"non-technical"	18.4943729970704	3.29378730047852	2.8074551391829	15	10
"338"	23	5	2	2	8	3	37	24	41	40	44	43	3	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"male"	"0"	85000	16	16	27	"non-technical"	24	3.28	1.76	16	7
"339"	21	1	1	3	6	3	41	48	26	33	31	87	2	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	124666.065001492	16	12	16	"non-technical"	18	3.07	2.3	11	4
"340"	21	6	1	2	5	3	38	39	30	15	34	76	20	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	22	"female"	"0"	114032.614554431	12	12	24.9867678908775	"non-technical"	21	2.12	2.739	21	6
"341"	14	3	2	2	8	3	36	42	38	33	38	97	0	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	19.5701574264203	"female"	"0"	90190.3401593369	13.0369324372869	14.2855582549291	25.6494210415845	"non-technical"	15.882581406085	2.68	2.29	17	5
"342"	24	6	2	7	3	1	25	40	36	32	30	47	2	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	20	"female"	"0"	57891.3514119983	16	16	38.4793760022889	"non-technical"	20	4	3.089	15	13
"343"	20	5	2	4	6	3	28	40	35	29	34	73	1	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	26	"female"	"0"	61095.1341174235	12	12	0	"non-technical"	17.7827422893049	3	1.97	15	5
"344"	26	13	3	6	8	2	42	43	28	28	48	37	5	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	22	"male"	"0"	50000	12	12	41	"technical"	31	4	2.868	16	14
"345"	23	8	2	2	6	3	33.0974888943852	38.2219098570641	33.7694252923831	28.5265400668465	36.4916276441845	83	4	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"male"	"0"	85000	12	12	12	"non-technical"	19	3.22	2.75	5	13
"346"	16	4	1	2	4	3	39	43	34	29	30	73	4	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	141350.10998308	15	16	18	"non-technical"	21	2.06	1.809	14	4
"347"	25	6	2	5	5	3	42	34	23	18	41	96	4	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"female"	"0"	1e+05	16	16	3	"technical"	20	3.2	2.73	10	14
"348"	21	7	2	2	7	3	42	34	27	15	39	77	5	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"female"	"0"	1e+05	16	16	3	"technical"	20	3.2	2.73	10	14
"349"	15	2	1	2	7	3	28	43	26	19	27	30	4	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"male"	"0"	138186.803988926	16	16	0	"non-technical"	19	1.52	2.739	16	3
"350"	24	8	2	3	7	3	41	45	27	18	40	96	14	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	85000	12	14	48	"non-technical"	26	3.17	3.34	18	11
"351"	21	6	1	8	4	1	46	48	38	30	34	53	4	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"female"	"0"	114150.686714614	12	12	0	"non-technical"	16	1.95	2	13	3
"352"	22	8	1	2	8	3	43	39	32	21	41	37	6	"randomized experiment"	"Mathematics"	"Other"	"Other"	1	18	"male"	"0"	7450.22994620871	16	6	0	"non-technical"	19	3	2.538	10	11
"353"	18	8	2	5	2	1	22	38	30	40	25	36	0	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	20	"male"	"0"	1e+05	16	18	32	"non-technical"	20	2.57	2.95	11	8
"354"	21	6	2	6	7	3	43	47	43	26	41	60	5	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	21	"female"	"0"	40000	12	12	90	"technical"	21	3.78	2.754	2	11
"355"	24	8	3	4	3	1	19	42	37	37	37	69	1	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	23	"male"	"0"	1e+05	16	12	127	"technical"	24	3.4	3.25	8	17
"356"	21	9	2	4	5	3	26	38	30	11	37	50	20	"quasiexperiment"	"Mathematics"	"Other"	"Other"	1	20	"female"	"0"	40000	18	14	72	"non-technical"	22	4	2.84	9	14
"357"	18	4	1	4	6	3	39	49	43	41	41	30	1	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	18	"female"	"0"	90000	16	13	31.3589527117998	"technical"	21	3.85	3.12	15	6
"358"	15	8	2	2	9	3	34.6539239707958	41.469918710029	34.6389810108628	29.3480367095256	38.4076599690485	79	2	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	19	"female"	"0"	83614.0161121194	13	12	0	"technical"	18.7657159976004	3.11753893695434	2	9	10
"359"	18	6	2	6	6	3	29	42	35	27	31	65	1	"randomized experiment"	"Mathematics"	"Other"	"Afro-American"	0	19	"female"	"0"	69080.3241729997	12	12	12	"non-technical"	16	2	2.00328171467837	6	10
"360"	18	4	1	5	5	2	37	39	36	34	34	38.0952380952381	0	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	21	"male"	"0"	50000	12	12	9	"non-technical"	21	3.13	0.54	4	6
"361"	20	7	1	2	7	3	44	33	30	39	40	96	3	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"male"	"0"	90000	16	16	19.3455045864016	"technical"	20	3	2	12	4
"362"	13	7	2	4	3	1	39	43	35	23	39	36	1	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"female"	"0"	90000	14	12	34.0810791762311	"technical"	20	3.6	3.12	15	5
"363"	18	3	3	2	6	3	38	43	47	31	38	84	0	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"female"	"0"	1e+05	12	16	60	"non-technical"	20	3	3	16	6
"364"	18	9	1	7	3	1	39	41	41	40	31	42	1	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18.5790554414784	"female"	"0"	89783.3305092156	14.2786271516531	14.2984288684292	15.3413257547116	"non-technical"	20.103874033501	3.05603783650047	2.69862038621353	9	16
"365"	22	5	2	4	6	3	20	38	39	30	28	62	2	"randomized experiment"	"Vocabulary"	"Caucasian"	"Other"	0	24	"male"	"0"	125940.892764704	12	16	55	"technical"	19	2.7	2.78	16	6
"366"	17	7	1	4	8	3	47	36	32	28	38	50	4	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"female"	"0"	30000	16	13.7550463219277	8	"non-technical"	18	3.52	2.363	13	12
"367"	26	4	1	2	2	3	29	36	31	26	29	50	1	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	19	"female"	"0"	1e+05	12	12	12	"non-technical"	18	2	3	9	13
"368"	27	8	2	4	8	3	32	43	26	30	39	54	1	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	18	"male"	"0"	55000	18	16	13	"non-technical"	31	3.35	3.722	22	16
"369"	22	4	2	2	10	3	31	38	30	32	31	125	0	"quasiexperiment"	"Vocabulary"	"Other"	"Other"	1	20	"female"	"0"	6000	16	12	0	"non-technical"	21	2.5	2.72	13	3
"370"	29	8	2	2	10	3	25	38	33	19	43	79	3	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"female"	"0"	40000	16	18	9	"technical"	28	3.5	2	22	8
"371"	22	9	1	2	9	3	41	39	22	29	45	80	22	"randomized experiment"	"Vocabulary"	"Other"	"Other"	1	20	"female"	"0"	29134.1568530097	16	16	15	"non-technical"	22	2.50954709412359	1	20	4
"372"	20	4	2	2	9	3	31	45	31	25	38	100	17	"randomized experiment"	"Mathematics"	"Caucasian"	"Other"	0	18	"female"	"0"	150000	18	16	0	"non-technical"	21	2.96	3.05	8	11
"373"	14	3	1	2	7	3	29	47	35	35	36	78	0.640331875918678	"randomized experiment"	"Vocabulary"	"Other"	"Afro-American"	0	19	"female"	"0"	40000	16	16	0	"technical"	17	3.85	2.96	18	3
"374"	20	9	3	7	6	1	31	42	31	33	37	71	5	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	21	"male"	"0"	50000	12	12	88	"technical"	28	2.98	3.68	22	16
"375"	16	7	2	7	3	1	22	37	33	32	29	74	8	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	21	"female"	"0"	59482.002478162	14	13.3945778346978	0	"non-technical"	16	3.01048274680115	2.5	13	9
"376"	22	2	2	2	4	3	19	36	37	16	34	75	8	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	24	"female"	"0"	25000	9	8	40	"non-technical"	19	2.96	2.73	5	10
"377"	22	9	1	3	8	3	15	48	24	20	45	75	27	"quasiexperiment"	"Mathematics"	"Caucasian"	"Other"	0	21	"female"	"0"	74555.5717096142	13	16	15	"non-technical"	21	2.95	1.8	14	13
"378"	20	4	6	6	3	1	32	39	35	26	33	34	2	"quasiexperiment"	"Mathematics"	"Other"	"Afro-American"	0	18	"female"	"0"	79504.9595761286	18	14	0	"non-technical"	21	3.89	3.82	4	14
"379"	13	2	1	6	9	3	37	40	39	26	35	71	2	"quasiexperiment"	"Vocabulary"	"Caucasian"	"Other"	0	19	"female"	"0"	1e+05	16	20	0	"non-technical"	20	2.88	2.586	11	4
"380"	15	4	1	2	6	3	37	43	28	24	28	89.5833333333333	6	"quasiexperiment"	"Vocabulary"	"Other"	"Afro-American"	0	22	"female"	"0"	91570.0624092604	12	12	9	"non-technical"	19	2.8	2	14	3
